model,model_family,global_feature,appearances,mean_importance,frequency
anthropic/claude-haiku-4.5,anthropic,Tax-efficiency of account placement for income-producing products,3,9.333333333333334,0.06
anthropic/claude-haiku-4.5,anthropic,Timing/effective date determining which regulatory standard applies,1,15.0,0.02
anthropic/claude-haiku-4.5,anthropic,Transaction benefiting a third party rather than the client's own needs,1,15.0,0.02
anthropic/claude-haiku-4.5,anthropic,Transparency/disclosure of OTC markups and transaction costs,1,3.0,0.02
anthropic/claude-haiku-4.5,anthropic,Turnover ratio relative to excessive-trading thresholds,5,17.0,0.1
anthropic/claude-haiku-4.5,anthropic,Uncertainty and timing of whether an anticipated liquidity need will materialize,1,7.0,0.02
anthropic/claude-haiku-4.5,anthropic,Undisclosed tax consequences of the transaction/liquidation,1,5.0,0.02
anthropic/claude-haiku-4.5,anthropic,Unrealized/mark-to-market losses with recovery potential,1,5.0,0.02
anthropic/claude-haiku-4.5,anthropic,Vague or pretextual rationale for a transaction lacking analytical basis,4,7.25,0.08
anthropic/claude-haiku-4.5,anthropic,Variable-annuity principal review requirement (FINRA 2330),1,8.0,0.02
anthropic/claude-haiku-4.5,anthropic,Whether adequate disclosure/documentation cures unsuitability,4,6.0,0.08
anthropic/claude-haiku-4.5,anthropic,Whether replacement product delivers superior income based on income-commencement timing,2,23.0,0.04
anthropic/claude-opus-4.8,anthropic,AML/SAR filing obligations,2,9.0,0.04
anthropic/claude-opus-4.8,anthropic,Abandonment of previously suitable diversified portfolio,7,11.142857142857142,0.14
anthropic/claude-opus-4.8,anthropic,Absence of advisor conflicts of interest / self-dealing / compensation incentives,38,10.710526315789474,0.76
anthropic/claude-opus-4.8,anthropic,Absence of advisor discretionary control over the account,2,12.0,0.04
anthropic/claude-opus-4.8,anthropic,Absence of changed circumstances justifying the transaction,1,22.0,0.02
anthropic/claude-opus-4.8,anthropic,Absence of cognitive-impairment diagnosis / physician clearance,2,6.5,0.04
anthropic/claude-opus-4.8,anthropic,Absence of demonstrable client benefit from the transaction/replacement,4,13.0,0.08
anthropic/claude-opus-4.8,anthropic,Absence of documented alternatives analysis,17,13.058823529411764,0.34
anthropic/claude-opus-4.8,anthropic,Absence of documented client authorization or request for the strategy,2,10.0,0.04
anthropic/claude-opus-4.8,anthropic,Absence of documented cost-benefit/break-even analysis,3,15.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Absence of documented diversification/risk analysis,1,7.0,0.02
anthropic/claude-opus-4.8,anthropic,Absence of documented suitability analysis / KYC,3,2.3333333333333335,0.06
anthropic/claude-opus-4.8,anthropic,Absence of excessive trading / quantitative suitability concerns,3,12.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Absence of internal firm limits on illiquid/concentrated allocations,4,11.5,0.08
anthropic/claude-opus-4.8,anthropic,Absence of living-benefit riders offsetting cost/illiquidity,1,6.0,0.02
anthropic/claude-opus-4.8,anthropic,Absence of material nonpublic information / insider misconduct,9,7.444444444444445,0.18
anthropic/claude-opus-4.8,anthropic,Absence of realized customer harm or complaint,5,7.2,0.1
anthropic/claude-opus-4.8,anthropic,Absence of required cost/compensation/conflict/product disclosures,5,8.0,0.1
anthropic/claude-opus-4.8,anthropic,Absence of required regulatory disclosure documents (Form CRS/ADV/rollover comparison),2,6.5,0.04
anthropic/claude-opus-4.8,anthropic,"Absence of risk-mitigation measures (stop-loss, hedging, diversification)",4,7.75,0.08
anthropic/claude-opus-4.8,anthropic,Absence of signed product/concentration-specific risk acknowledgment,4,8.75,0.08
anthropic/claude-opus-4.8,anthropic,Absence of trusted contact/family member from the recommendation meeting,2,13.5,0.04
anthropic/claude-opus-4.8,anthropic,Absence/presence of predefined objective re-entry criteria or timeline,3,8.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Academic consensus on underperformance of active management after fees,4,16.5,0.08
anthropic/claude-opus-4.8,anthropic,Academic evidence against effectiveness of market timing,1,10.0,0.02
anthropic/claude-opus-4.8,anthropic,Account type (tax-advantaged/IRA) considerations,7,6.857142857142857,0.14
anthropic/claude-opus-4.8,anthropic,Account underperformance relative to market benchmark,10,9.2,0.2
anthropic/claude-opus-4.8,anthropic,Account-level objective segmentation isolating speculative sleeve while preserving overall risk profile,1,15.0,0.02
anthropic/claude-opus-4.8,anthropic,Accredited investor eligibility/verification for private offerings,11,14.363636363636363,0.22
anthropic/claude-opus-4.8,anthropic,Accredited/eligibility status does not by itself establish suitability/best interest,4,13.75,0.08
anthropic/claude-opus-4.8,anthropic,Actual financial outcome/profitability of the position,1,22.0,0.02
anthropic/claude-opus-4.8,anthropic,Actual materialized loss corroborating ex ante foreseeability of risk (not hindsight),19,5.421052631578948,0.38
anthropic/claude-opus-4.8,anthropic,Actual post-sale performance as evidence bearing on misrepresentation claim,3,7.333333333333333,0.06
anthropic/claude-opus-4.8,anthropic,Actual realized client financial harm/loss,10,7.2,0.2
anthropic/claude-opus-4.8,anthropic,Actual realized liquidity event corroborating foreseeable liquidity need,4,5.5,0.08
anthropic/claude-opus-4.8,anthropic,Addition of liquidity reserve as prudent conservative planning,2,7.0,0.04
anthropic/claude-opus-4.8,anthropic,Adequacy of cost disclosure and client's comprehension of cumulative fees,7,11.857142857142858,0.14
anthropic/claude-opus-4.8,anthropic,Adequacy of disclosure reasonably designed for customer understanding,5,15.6,0.1
anthropic/claude-opus-4.8,anthropic,Adequacy of disclosure/education on product mechanics and costs,5,10.8,0.1
anthropic/claude-opus-4.8,anthropic,Adequacy of liquidity/emergency reserve remaining after investment,2,11.0,0.04
anthropic/claude-opus-4.8,anthropic,Adequacy of product-level due diligence (reasonable-basis suitability),18,10.166666666666666,0.36
anthropic/claude-opus-4.8,anthropic,Adequacy of supervisory approval/review of the transaction,7,8.571428571428571,0.14
anthropic/claude-opus-4.8,anthropic,Adequacy/specificity of advisor's risk warnings and discouragement of the strategy,3,11.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Advisor acknowledges concentration but fails to make adequate suitability adjustment,2,10.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor affirmatively recommended/added to the concentrated position,3,14.0,0.06
anthropic/claude-opus-4.8,anthropic,Advisor conducted reasonable asset-class-level diligence supporting limited allocation,3,14.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Advisor conflict of interest via personal relationship with issuer,6,12.0,0.12
anthropic/claude-opus-4.8,anthropic,Advisor creates artificial urgency/time pressure to execute,23,8.652173913043478,0.46
anthropic/claude-opus-4.8,anthropic,Advisor deflects/minimizes sector or concentration risk,2,10.5,0.04
anthropic/claude-opus-4.8,anthropic,Advisor discourages diversification/dismisses alternatives without individualized analysis,2,8.5,0.04
anthropic/claude-opus-4.8,anthropic,"Advisor dismisses, deflects, or overrides client's expressed concerns",4,8.0,0.08
anthropic/claude-opus-4.8,anthropic,Advisor disregards/overrides client's documented risk profile/questionnaire,2,9.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor focused on upside while ignoring total risk exposure,4,5.25,0.08
anthropic/claude-opus-4.8,anthropic,Advisor intends to falsify client documentation/records,11,20.727272727272727,0.22
anthropic/claude-opus-4.8,anthropic,Advisor invokes client's youth/time horizon to justify or override risk concerns,7,7.0,0.14
anthropic/claude-opus-4.8,anthropic,"Advisor minimizes/omits costs, commissions, and their impact on net returns",5,10.8,0.1
anthropic/claude-opus-4.8,anthropic,Advisor misrepresented/mischaracterized market risk to neutralize risk concern,8,13.5,0.16
anthropic/claude-opus-4.8,anthropic,Advisor provided advice outside area of qualification/licensing,2,15.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor recommended a less risky/more conservative alternative that client declined,3,13.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Advisor relied on speculative market forecast presented as fact,3,9.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Advisor repeatedly reiterated diversification recommendation over time,4,14.0,0.08
anthropic/claude-opus-4.8,anthropic,Advisor used high-pressure sales tactics overriding client objections,11,10.727272727272727,0.22
anthropic/claude-opus-4.8,anthropic,Advisor's 'stay the course' guidance during a downturn,4,4.75,0.08
anthropic/claude-opus-4.8,anthropic,Advisor's actual knowledge of material change in client circumstances,5,13.8,0.1
anthropic/claude-opus-4.8,anthropic,Advisor's commission/compensation conflict of interest,71,10.816901408450704,1.42
anthropic/claude-opus-4.8,anthropic,Advisor's conduct indicates systemic supervisory/process failure rather than isolated omission,1,1.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's de facto control over the account (churning control element),12,12.25,0.24
anthropic/claude-opus-4.8,anthropic,Advisor's disciplinary history/tenure/experience as mitigating factor,1,3.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's disclosure and documentation of material/concentration risks and client acknowledgment,19,12.578947368421053,0.38
anthropic/claude-opus-4.8,anthropic,Advisor's disclosure/misrepresentation of margin risks and informed consent,2,17.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor's documented rationale and analytical basis for the recommendation (process evidence),14,8.642857142857142,0.28
anthropic/claude-opus-4.8,anthropic,Advisor's duty to reconcile conflicting customer-profile information,4,16.75,0.08
anthropic/claude-opus-4.8,anthropic,Advisor's experience/authority appeal used to suppress client judgment or substitute for risk disclosure,2,7.5,0.04
anthropic/claude-opus-4.8,anthropic,Advisor's failure to analyze/disclose downside drawdown/stress scenarios,3,12.666666666666666,0.06
anthropic/claude-opus-4.8,anthropic,Advisor's failure to probe or incorporate client's liquidity need,2,25.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor's failure to reassess or update profile after changed circumstances,2,10.0,0.04
anthropic/claude-opus-4.8,anthropic,Advisor's failure to service or respond to client communications,1,4.0,0.02
anthropic/claude-opus-4.8,anthropic,"Advisor's failure to warn, escalate, or take protective action on concentration risk",4,12.75,0.08
anthropic/claude-opus-4.8,anthropic,Advisor's independent suitability/gatekeeping obligation and abdication of judgment,1,5.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's internal escalation/consultation with supervisor and adequacy of follow-through,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's knowledge of client health condition affecting future liquidity/care needs,1,28.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's misleading/promissory performance claims and unbalanced upside emphasis,38,9.921052631578947,0.76
anthropic/claude-opus-4.8,anthropic,Advisor's misrepresentation/minimization/omission of material investment risks and mechanics,53,12.622641509433961,1.06
anthropic/claude-opus-4.8,anthropic,Advisor's monitoring/rebalancing/communication failure during holding period,5,9.0,0.1
anthropic/claude-opus-4.8,anthropic,Advisor's personal ownership/co-investment in recommended security creating conflict,1,8.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's post-loss solicitation of additional investment/averaging down,4,5.5,0.08
anthropic/claude-opus-4.8,anthropic,Advisor's promise of ongoing monitoring creating supervision expectation,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's prudent diversified management of assets under her authority,5,6.2,0.1
anthropic/claude-opus-4.8,anthropic,Advisor's reinvestment-risk/income-generation rationale for reallocation,1,12.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisor's role/compensation model heightening fiduciary duties,3,16.333333333333332,0.06
anthropic/claude-opus-4.8,anthropic,Advisor's undisclosed or undiscovered conflict of interest,3,5.666666666666667,0.06
anthropic/claude-opus-4.8,anthropic,Advisor's use of power of attorney / position of trust,9,9.88888888888889,0.18
anthropic/claude-opus-4.8,anthropic,Advisor-recommended purchases small relative to total portfolio (causation mitigant),1,7.0,0.02
anthropic/claude-opus-4.8,anthropic,Advisory fees not commensurate with services rendered (reverse churning),5,16.4,0.1
anthropic/claude-opus-4.8,anthropic,Affiliated entity/platform conflict of interest,3,15.333333333333334,0.06
anthropic/claude-opus-4.8,anthropic,Affirmative insurance/guarantee value of product not replicable elsewhere,2,17.0,0.04
anthropic/claude-opus-4.8,anthropic,Aggressive/concentrated nature of recommended allocation increasing risk,1,16.0,0.02
anthropic/claude-opus-4.8,anthropic,Alignment of client's time horizon/holding period with product's hold/lockup period,23,15.826086956521738,0.46
anthropic/claude-opus-4.8,anthropic,Alignment of recommendation/product with client's stated risk tolerance and investment objectives,117,16.666666666666668,2.34
anthropic/claude-opus-4.8,anthropic,Allocation exceeds firm's internal concentration limit,1,40.0,0.02
anthropic/claude-opus-4.8,anthropic,Allocation/position size relative to total portfolio/assets,67,13.582089552238806,1.34
anthropic/claude-opus-4.8,anthropic,Ambiguity whether transactions were solicited recommendations or customer-directed,18,20.055555555555557,0.36
anthropic/claude-opus-4.8,anthropic,Ambiguity/dispute over advisor's role (broker vs adviser/discretionary),2,14.0,0.04
