model,case_id,entropy
openai/gpt-5.5,48,2.075612870028947
google/gemini-3.1-pro-preview,48,1.3040114826148388
google/gemini-3.5-flash,48,1.596804335473315
qwen/qwen3.6-35b-a3b,48,1.7524236752648439
qwen/qwen3.5-9b,48,1.6796478837567517
anthropic/claude-opus-4.8,49,1.9498700635513524
qwen/qwen3.5-397b-a17b,47,1.5444795210968603
anthropic/claude-haiku-4.5,49,2.2460993425121445
openai/gpt-5.4-mini,49,1.9696817140922338
google/gemini-3.1-pro-preview,49,1.4964159349401391
openai/gpt-5.4,49,1.8924776880659198
google/gemini-3.1-flash-lite,49,1.5444795210968603
openai/gpt-5.5,49,2.049914984249997
google/gemini-3.5-flash,49,1.5148560404565352
anthropic/claude-sonnet-4.6,49,2.1930142525059786
qwen/qwen3.6-35b-a3b,49,1.8479008005090658
qwen/qwen3.5-397b-a17b,48,1.5217781873607306
anthropic/claude-sonnet-4.6,48,2.129759852118282
anthropic/claude-opus-4.8,50,2.0471376393596383
openai/gpt-5.4-mini,50,1.7650572522256291
anthropic/claude-haiku-4.5,50,2.255584745085067
google/gemini-3.1-flash-lite,50,1.4305622903362423
google/gemini-3.1-pro-preview,50,1.6137942391528548
openai/gpt-5.5,50,2.1428139791986327
google/gemini-3.5-flash,50,1.5841707585125298
qwen/qwen3.5-397b-a17b,49,1.6399566463410822
qwen/qwen3.6-35b-a3b,50,1.735433771585304
openai/gpt-5.4,50,1.9262153520554781
anthropic/claude-opus-4.8,1,2.01658169053097
qwen/qwen3.5-397b-a17b,50,1.5444795210968603
qwen/qwen3.5-9b,49,1.735433771585304
google/gemini-3.1-flash-lite,1,1.4786258764929634
openai/gpt-5.4-mini,1,1.9371646016698112
qwen/qwen3.5-9b,50,1.5148560404565352
google/gemini-3.1-pro-preview,1,1.6399566463410822
google/gemini-3.5-flash,1,1.7127324378491744
openai/gpt-5.5,1,2.230139192276569
qwen/qwen3.6-35b-a3b,1,1.735433771585304
openai/gpt-5.4,1,1.9732537772583716
anthropic/claude-sonnet-4.6,1,2.399354371528985
anthropic/claude-opus-4.8,2,1.979190783496582
google/gemini-3.1-pro-preview,2,1.5827205566756732
openai/gpt-5.4-mini,2,1.8889999607592398
google/gemini-3.1-flash-lite,2,1.735433771585304
openai/gpt-5.4,2,2.039736543836498
openai/gpt-5.5,2,2.2963937574164843
google/gemini-3.5-flash,2,1.5134058386196787
qwen/qwen3.6-35b-a3b,2,1.735433771585304
qwen/qwen3.5-397b-a17b,1,1.6796478837567517
anthropic/claude-sonnet-4.6,2,2.1463430118633484
anthropic/claude-opus-4.8,3,1.8594693134456421
qwen/qwen3.5-9b,1,1.6831089572088493
openai/gpt-5.4,3,1.9348329298726776
openai/gpt-5.5,3,1.9581424244182433
anthropic/claude-haiku-4.5,3,1.6321945259975226
google/gemini-3.1-flash-lite,3,1.3705151742879562
openai/gpt-5.4-mini,3,1.9897963590139196
google/gemini-3.1-pro-preview,3,1.583275505245873
google/gemini-3.5-flash,3,1.487798380001651
qwen/qwen3.5-9b,2,1.6796478837567517
qwen/qwen3.5-397b-a17b,2,1.5444795210968603
anthropic/claude-opus-4.8,4,2.0156317610197254
qwen/qwen3.6-35b-a3b,3,1.6695801269814072
anthropic/claude-sonnet-4.6,3,2.235080160150609
qwen/qwen3.5-397b-a17b,3,1.7339835697484478
openai/gpt-5.4-mini,4,1.9982440413564964
anthropic/claude-haiku-4.5,4,2.0415317513515974
google/gemini-3.1-flash-lite,4,1.735433771585304
openai/gpt-5.5,4,2.2078139049623484
openai/gpt-5.4,4,1.9887352528812938
google/gemini-3.1-pro-preview,4,1.5841707585125298
google/gemini-3.5-flash,4,1.7127324378491744
qwen/qwen3.5-9b,3,1.4702535277519118
qwen/qwen3.6-35b-a3b,4,1.7524236752648439
anthropic/claude-opus-4.8,5,2.0893562360707523
anthropic/claude-sonnet-4.6,4,2.1283457998094364
google/gemini-3.1-pro-preview,5,1.3705151742879562
openai/gpt-5.4-mini,5,1.8861949923578651
anthropic/claude-haiku-4.5,5,2.1733629126771867
google/gemini-3.1-flash-lite,5,1.5444795210968603
openai/gpt-5.4,5,2.0313101856328575
google/gemini-3.5-flash,5,1.5444795210968603
qwen/qwen3.6-35b-a3b,5,1.7524236752648439
openai/gpt-5.5,5,2.1205019977311537
qwen/qwen3.5-397b-a17b,4,1.7524236752648439
qwen/qwen3.5-9b,5,1.7092713643970767
anthropic/claude-opus-4.8,6,2.074438087087331
anthropic/claude-sonnet-4.6,5,2.135946109927349
openai/gpt-5.4-mini,6,2.0828898972192293
google/gemini-3.1-pro-preview,6,1.5444795210968603
anthropic/claude-haiku-4.5,6,1.8089331175961434
google/gemini-3.1-flash-lite,6,1.5444795210968603
openai/gpt-5.5,6,2.097934965659088
google/gemini-3.5-flash,6,1.7127324378491744
qwen/qwen3.6-35b-a3b,6,1.9309586802576528
openai/gpt-5.4,6,2.08199731587368
qwen/qwen3.5-397b-a17b,6,1.6796478837567517
anthropic/claude-sonnet-4.6,6,2.105804497026834
anthropic/claude-opus-4.8,7,1.9127345205525594
openai/gpt-5.4-mini,7,1.8927596783899205
google/gemini-3.1-pro-preview,7,1.6088829638639006
google/gemini-3.1-flash-lite,7,1.4964159349401391
openai/gpt-5.5,7,2.1139721675517644
anthropic/claude-haiku-4.5,7,2.0525040838360455
qwen/qwen3.6-35b-a3b,7,1.8479008005090658
google/gemini-3.5-flash,7,1.8775242811493909
qwen/qwen3.5-397b-a17b,7,1.5657306529961337
anthropic/claude-sonnet-4.6,7,2.458049007511866
openai/gpt-5.4,7,1.9449375818059935
anthropic/claude-opus-4.8,8,1.9369262822817548
openai/gpt-5.4-mini,8,1.7339826936771334
openai/gpt-5.4,8,1.9196928866418443
google/gemini-3.1-flash-lite,8,1.621516540824686
google/gemini-3.1-pro-preview,8,1.5444795210968603
google/gemini-3.5-flash,8,1.8479008005090658
qwen/qwen3.6-35b-a3b,8,1.656946550020622
qwen/qwen3.5-397b-a17b,5,1.8875920379247353
qwen/qwen3.5-9b,7,1.6796478837567517
openai/gpt-5.5,8,2.140688293887887
anthropic/claude-opus-4.8,9,2.095561513579623
anthropic/claude-haiku-4.5,9,1.821182112115647
openai/gpt-5.4,9,1.6950855774123228
openai/gpt-5.5,9,1.9707865359667918
google/gemini-3.1-flash-lite,9,1.4964159349401391
openai/gpt-5.4-mini,9,1.8915915740221134
qwen/qwen3.5-397b-a17b,8,1.4964159349401391
google/gemini-3.1-pro-preview,9,1.6796478837567517
anthropic/claude-sonnet-4.6,8,2.2207982413427527
google/gemini-3.5-flash,9,1.6796478837567517
qwen/qwen3.5-9b,8,1.735433771585304
anthropic/claude-sonnet-4.6,9,2.2645729874738025
anthropic/claude-opus-4.8,10,1.8914513599917433
openai/gpt-5.4,10,1.895284586227206
openai/gpt-5.4-mini,10,1.893258127637072
qwen/qwen3.6-35b-a3b,9,1.596804335473315
google/gemini-3.1-flash-lite,10,1.7092713643970767
google/gemini-3.1-pro-preview,10,1.4150225884935588
google/gemini-3.5-flash,10,1.487798380001651
qwen/qwen3.6-35b-a3b,10,2.180945560561596
openai/gpt-5.5,10,1.9147517074957383
qwen/qwen3.5-9b,9,1.583275505245873
anthropic/claude-opus-4.8,11,2.093655503690094
qwen/qwen3.5-397b-a17b,10,1.6796478837567517
anthropic/claude-sonnet-4.6,10,2.23435946677382
openai/gpt-5.5,11,1.9789638439825383
google/gemini-3.1-flash-lite,11,1.5444795210968603
openai/gpt-5.4,11,1.9998747418961782
openai/gpt-5.4-mini,11,1.8707434136692414
google/gemini-3.1-pro-preview,11,1.735433771585304
google/gemini-3.5-flash,11,1.5430293192600038
qwen/qwen3.6-35b-a3b,11,1.8479008005090658
qwen/qwen3.5-9b,10,2.148365610638593
anthropic/claude-opus-4.8,12,1.9492606164530235
qwen/qwen3.5-397b-a17b,11,1.8875920379247353
anthropic/claude-sonnet-4.6,11,2.2207982413427527
anthropic/claude-haiku-4.5,12,2.06460057544642
openai/gpt-5.4-mini,12,1.6670396282828706
google/gemini-3.1-flash-lite,12,1.4737146012040094
google/gemini-3.1-pro-preview,12,1.7524236752648439
openai/gpt-5.4,12,1.900457712263445
anthropic/claude-sonnet-4.6,12,2.1645961505931615
qwen/qwen3.5-9b,11,1.7751250090009736
google/gemini-3.5-flash,12,1.8910531113768327
openai/gpt-5.5,12,2.1493989387175225
qwen/qwen3.6-35b-a3b,12,1.8740632076972932
qwen/qwen3.5-397b-a17b,9,1.5841707585125298
openai/gpt-5.4-mini,13,1.9669746942597153
anthropic/claude-opus-4.8,13,1.9288379631700088
anthropic/claude-haiku-4.5,13,2.153352953567767
google/gemini-3.1-flash-lite,13,1.4964159349401391
openai/gpt-5.4,13,1.8855647261419983
google/gemini-3.1-pro-preview,13,1.5134058386196787
openai/gpt-5.5,13,2.1799177821698974
google/gemini-3.5-flash,13,1.5430293192600038
qwen/qwen3.5-397b-a17b,13,1.4964159349401391
qwen/qwen3.5-9b,12,1.705810290944979
anthropic/claude-sonnet-4.6,13,2.2173371678906553
qwen/qwen3.6-35b-a3b,13,1.6796478837567517
anthropic/claude-opus-4.8,14,1.979154462584819
google/gemini-3.1-pro-preview,14,1.5444795210968603
openai/gpt-5.4-mini,14,1.7929055008989419
google/gemini-3.1-flash-lite,14,1.4964159349401391
anthropic/claude-haiku-4.5,14,2.1928259602027143
openai/gpt-5.5,14,2.2157867664753024
google/gemini-3.5-flash,14,1.7561188742265372
qwen/qwen3.5-9b,13,1.4964159349401391
anthropic/claude-opus-4.8,15,2.083581069394685
qwen/qwen3.6-35b-a3b,14,1.8479008005090658
openai/gpt-5.4,14,1.9322696167919235
anthropic/claude-sonnet-4.6,14,2.242840830176646
openai/gpt-5.4,15,1.739994470444294
qwen/qwen3.5-9b,14,1.8875920379247353
google/gemini-3.1-flash-lite,15,1.4702535277519118
anthropic/claude-sonnet-4.6,15,2.2783868898455144
google/gemini-3.1-pro-preview,15,1.6695801269814072
openai/gpt-5.4-mini,15,1.7257833848513475
google/gemini-3.5-flash,15,1.735433771585304
openai/gpt-5.5,15,2.2086331023085
qwen/qwen3.6-35b-a3b,15,1.735433771585304
anthropic/claude-opus-4.8,16,2.0595101320990596
openai/gpt-5.5,16,2.0594922322761673
openai/gpt-5.4-mini,16,1.6242804313632624
openai/gpt-5.4,16,1.8876273187365544
google/gemini-3.1-flash-lite,16,1.4702535277519118
google/gemini-3.1-pro-preview,16,1.6796478837567517
qwen/qwen3.5-397b-a17b,12,1.7832863801538243
google/gemini-3.5-flash,16,1.6796478837567517
qwen/qwen3.6-35b-a3b,16,1.735433771585304
anthropic/claude-sonnet-4.6,16,2.633131896563729
anthropic/claude-opus-4.8,17,1.9944264786758596
qwen/qwen3.5-9b,16,1.735433771585304
qwen/qwen3.5-397b-a17b,16,1.9508661019155231
openai/gpt-5.4,17,2.0539573774822935
google/gemini-3.1-pro-preview,17,1.4964159349401391
openai/gpt-5.5,17,2.133179844238817
google/gemini-3.1-flash-lite,17,1.487798380001651
qwen/qwen3.6-35b-a3b,17,1.9031003855927437
google/gemini-3.5-flash,17,1.8910531113768327
anthropic/claude-sonnet-4.6,17,2.375647911145289
anthropic/claude-opus-4.8,18,2.093434855410992
qwen/qwen3.5-397b-a17b,17,1.8383990729917614
openai/gpt-5.4,18,2.041195067773406
openai/gpt-5.4-mini,18,2.0194498693310656
google/gemini-3.1-flash-lite,18,1.7524236752648439
qwen/qwen3.5-9b,17,1.458174899361326
google/gemini-3.1-pro-preview,18,1.5444795210968603
openai/gpt-5.5,18,2.2487070957357376
qwen/qwen3.6-35b-a3b,18,1.8479008005090658
google/gemini-3.5-flash,18,1.729722341528714
qwen/qwen3.5-397b-a17b,15,1.7921149126805132
anthropic/claude-opus-4.8,19,1.9808069403583497
openai/gpt-5.4-mini,19,2.0972949838922355
qwen/qwen3.5-397b-a17b,18,1.9250378081110526
openai/gpt-5.4,19,2.0069332379068805
anthropic/claude-haiku-4.5,19,2.3477082946124557
openai/gpt-5.5,19,2.041593582143619
google/gemini-3.1-pro-preview,19,1.5430293192600038
google/gemini-3.5-flash,19,1.656946550020622
qwen/qwen3.5-9b,18,1.7228001946245186
anthropic/claude-sonnet-4.6,19,2.328036717724717
anthropic/claude-opus-4.8,20,2.0118474339764933
anthropic/claude-sonnet-4.6,18,2.0465012860603977
openai/gpt-5.4-mini,20,1.9774409109220366
qwen/qwen3.6-35b-a3b,19,1.596804335473315
google/gemini-3.1-flash-lite,20,1.5841707585125298
openai/gpt-5.4,20,2.0045615623664372
google/gemini-3.1-pro-preview,20,1.7820471559051687
google/gemini-3.5-flash,20,2.0161537172613797
openai/gpt-5.5,20,2.1634728842816475
qwen/qwen3.5-9b,19,1.7921149126805132
qwen/qwen3.5-9b,20,1.6796478837567517
anthropic/claude-opus-4.8,21,2.039699648678527
anthropic/claude-sonnet-4.6,20,2.3093690466897345
qwen/qwen3.6-35b-a3b,20,1.9146359379519513
openai/gpt-5.4-mini,21,2.011430575879358
openai/gpt-5.5,21,2.1339709965835647
anthropic/claude-haiku-4.5,21,2.0777330192461707
qwen/qwen3.5-397b-a17b,20,1.7228001946245186
google/gemini-3.1-pro-preview,21,1.5657306529961337
qwen/qwen3.5-397b-a17b,19,2.0018695796273285
openai/gpt-5.4,21,1.9521474271276895
google/gemini-3.5-flash,21,1.6385064445042257
anthropic/claude-sonnet-4.6,21,2.349082894413359
qwen/qwen3.5-397b-a17b,21,1.6137942391528548
anthropic/claude-opus-4.8,22,2.1415355484300203
qwen/qwen3.6-35b-a3b,21,1.7524236752648439
openai/gpt-5.4-mini,22,1.8956426875338688
google/gemini-3.1-pro-preview,22,1.458174899361326
openai/gpt-5.5,22,2.0398486777921754
google/gemini-3.1-flash-lite,22,1.5444795210968603
anthropic/claude-haiku-4.5,22,1.7951716745095765
openai/gpt-5.4,22,1.8267491635007267
google/gemini-3.5-flash,22,1.5444795210968603
anthropic/claude-opus-4.8,23,2.062061758760542
openai/gpt-5.4-mini,23,1.9486805357182808
anthropic/claude-sonnet-4.6,22,2.1628365523794093
openai/gpt-5.4,23,2.005998770301547
google/gemini-3.1-flash-lite,23,1.4964159349401391
qwen/qwen3.5-9b,22,1.5113949670044375
google/gemini-3.1-pro-preview,23,1.5444795210968603
openai/gpt-5.5,23,2.278606495609652
anthropic/claude-sonnet-4.6,23,2.441166960790931
google/gemini-3.5-flash,23,1.8082095630933963
qwen/qwen3.6-35b-a3b,23,1.8740632076972932
anthropic/claude-opus-4.8,24,1.936679272415805
qwen/qwen3.5-397b-a17b,23,1.7860742586153067
openai/gpt-5.4,24,2.110305681859488
openai/gpt-5.5,24,2.2122766517837174
openai/gpt-5.4-mini,24,1.8893887673971872
google/gemini-3.1-flash-lite,24,1.458174899361326
google/gemini-3.1-pro-preview,24,1.458174899361326
google/gemini-3.5-flash,24,1.422273959406371
qwen/qwen3.6-35b-a3b,24,1.9106088352418134
qwen/qwen3.5-9b,21,1.6781976819198952
anthropic/claude-sonnet-4.6,24,2.0810174588445567
anthropic/claude-opus-4.8,25,2.0637823957459482
qwen/qwen3.5-397b-a17b,24,1.9433779257532877
openai/gpt-5.4-mini,25,1.8836823055636989
openai/gpt-5.5,25,2.1394638954605747
openai/gpt-5.4,25,2.2183734552897465
qwen/qwen3.5-397b-a17b,22,1.6796478837567517
google/gemini-3.1-flash-lite,25,1.4964159349401391
google/gemini-3.1-pro-preview,25,1.6831089572088493
google/gemini-3.5-flash,25,1.656946550020622
qwen/qwen3.5-397b-a17b,25,1.735433771585304
anthropic/claude-opus-4.8,26,1.9265691403151357
anthropic/claude-haiku-4.5,26,1.9751097483255828
anthropic/claude-sonnet-4.6,26,2.1158193885812264
anthropic/claude-sonnet-4.6,25,2.2252169151477363
openai/gpt-5.5,26,1.9913429364478077
qwen/qwen3.5-9b,25,1.6796478837567517
google/gemini-3.1-flash-lite,26,1.2798542258336676
openai/gpt-5.4-mini,26,1.8860009912778053
google/gemini-3.1-pro-preview,26,1.458174899361326
google/gemini-3.5-flash,26,1.525139272938667
qwen/qwen3.6-35b-a3b,26,1.735433771585304
qwen/qwen3.6-35b-a3b,25,1.8479008005090658
qwen/qwen3.5-397b-a17b,26,1.4150225884935588
anthropic/claude-opus-4.8,27,1.9887241493147416
openai/gpt-5.4,26,1.8084145675310168
openai/gpt-5.4,27,1.8395826102323811
openai/gpt-5.4-mini,27,1.7776090637887048
openai/gpt-5.5,27,2.376441606383002
google/gemini-3.1-flash-lite,27,1.4964159349401391
google/gemini-3.1-pro-preview,27,1.6172553126049525
qwen/qwen3.5-9b,23,1.6796478837567517
qwen/qwen3.5-9b,26,1.705810290944979
anthropic/claude-sonnet-4.6,27,2.155171544390037
google/gemini-3.5-flash,27,1.656946550020622
qwen/qwen3.6-35b-a3b,27,1.7228001946245186
qwen/qwen3.5-397b-a17b,27,1.4305622903362423
anthropic/claude-opus-4.8,28,1.993790014814586
openai/gpt-5.4-mini,28,1.9894263233300762
google/gemini-3.1-pro-preview,28,1.656946550020622
google/gemini-3.1-flash-lite,28,1.5444795210968603
qwen/qwen3.5-9b,24,1.7751250090009736
openai/gpt-5.5,28,2.2734348028813334
anthropic/claude-haiku-4.5,28,2.304309062742678
google/gemini-3.5-flash,28,1.7965202017907935
anthropic/claude-opus-4.8,29,1.8855805541577226
qwen/qwen3.5-9b,28,1.5047882836811908
openai/gpt-5.4,28,2.200772305094144
qwen/qwen3.6-35b-a3b,28,1.6796478837567517
anthropic/claude-sonnet-4.6,28,2.205951898432126
openai/gpt-5.4-mini,29,1.8985625168741849
openai/gpt-5.5,29,2.0825413566258053
google/gemini-3.1-flash-lite,29,1.4737146012040094
google/gemini-3.1-pro-preview,29,1.6781976819198952
google/gemini-3.5-flash,29,1.705810290944979
qwen/qwen3.5-397b-a17b,28,1.6796478837567517
anthropic/claude-sonnet-4.6,29,2.212830370931612
qwen/qwen3.6-35b-a3b,29,1.735433771585304
openai/gpt-5.4,29,1.997068519707773
qwen/qwen3.5-9b,27,1.392321254757429
anthropic/claude-opus-4.8,30,2.0842492732834867
openai/gpt-5.4-mini,30,1.9736798377776525
google/gemini-3.1-pro-preview,30,1.6399566463410822
openai/gpt-5.4,30,1.9819202717096738
openai/gpt-5.5,30,2.208188972068588
qwen/qwen3.5-397b-a17b,29,1.8087755923514364
google/gemini-3.1-flash-lite,30,1.4964159349401391
google/gemini-3.5-flash,30,1.5134058386196787
qwen/qwen3.6-35b-a3b,30,1.8479008005090658
anthropic/claude-opus-4.8,31,2.088142542598316
qwen/qwen3.5-9b,29,1.6695801269814072
anthropic/claude-sonnet-4.6,30,2.4184073434780795
openai/gpt-5.5,31,1.974793645102601
anthropic/claude-haiku-4.5,31,2.3909698767064174
openai/gpt-5.4,31,2.088954163474377
google/gemini-3.1-flash-lite,31,1.5444795210968603
google/gemini-3.1-pro-preview,31,1.656946550020622
qwen/qwen3.5-397b-a17b,30,1.6137942391528548
google/gemini-3.5-flash,31,1.5444795210968603
openai/gpt-5.4-mini,31,2.014987443327156
anthropic/claude-opus-4.8,32,2.0988798572901524
qwen/qwen3.5-9b,31,1.5134058386196787
qwen/qwen3.6-35b-a3b,31,1.8182773198687407
anthropic/claude-sonnet-4.6,31,2.2466101085205654
openai/gpt-5.4,32,2.0148133608969263
openai/gpt-5.4-mini,32,1.8775242811493909
openai/gpt-5.5,32,2.222223881010495
google/gemini-3.1-pro-preview,32,1.7228001946245186
google/gemini-3.1-flash-lite,32,1.6796478837567517
anthropic/claude-haiku-4.5,32,2.2369176978923835
google/gemini-3.5-flash,32,1.5444795210968603
qwen/qwen3.5-9b,30,2.200516493092306
qwen/qwen3.5-397b-a17b,31,1.7751250090009736
qwen/qwen3.6-35b-a3b,32,1.7848207944965941
anthropic/claude-sonnet-4.6,32,2.0730956136233556
anthropic/claude-opus-4.8,33,2.1473231498216174
openai/gpt-5.4,33,2.05310886915313
openai/gpt-5.5,33,2.1974901727499847
google/gemini-3.1-flash-lite,33,1.458174899361326
google/gemini-3.1-pro-preview,33,1.7820471559051687
openai/gpt-5.4-mini,33,1.8603857182531987
qwen/qwen3.5-397b-a17b,32,1.735433771585304
google/gemini-3.5-flash,33,1.6385064445042257
qwen/qwen3.6-35b-a3b,33,1.7524236752648439
anthropic/claude-opus-4.8,34,2.145025499180164
anthropic/claude-sonnet-4.6,33,2.162306587468712
anthropic/claude-haiku-4.5,34,2.3006330406494517
qwen/qwen3.5-9b,32,1.6399566463410822
openai/gpt-5.4-mini,34,2.1484786564990093
google/gemini-3.1-pro-preview,34,1.6695801269814072
google/gemini-3.1-flash-lite,34,1.5444795210968603
qwen/qwen3.5-397b-a17b,33,1.9172155185650603
openai/gpt-5.5,34,2.0823098164844867
google/gemini-3.5-flash,34,1.7127324378491744
openai/gpt-5.4,34,2.1129483551887867
qwen/qwen3.5-9b,33,1.6796478837567517
anthropic/claude-opus-4.8,35,2.1018743325540337
qwen/qwen3.6-35b-a3b,34,1.880965081114654
qwen/qwen3.5-397b-a17b,34,1.9380955354862792
openai/gpt-5.4-mini,35,1.9781570118086889
google/gemini-3.1-pro-preview,35,1.6385064445042257
anthropic/claude-sonnet-4.6,34,2.625172573968876
google/gemini-3.1-flash-lite,35,1.5444795210968603
openai/gpt-5.4,35,1.9699348593016341
openai/gpt-5.5,35,2.1762604585791827
google/gemini-3.5-flash,35,1.6781976819198952
qwen/qwen3.6-35b-a3b,35,1.8479008005090658
anthropic/claude-opus-4.8,36,2.1018983433556513
qwen/qwen3.5-9b,34,1.6399566463410822
qwen/qwen3.5-397b-a17b,35,1.6399566463410822
openai/gpt-5.4-mini,36,1.8743922532667645
anthropic/claude-sonnet-4.6,35,2.6491791398722864
google/gemini-3.1-flash-lite,36,1.735433771585304
openai/gpt-5.4,36,1.9097766518126347
google/gemini-3.5-flash,36,1.7187730919143809
openai/gpt-5.5,36,1.9791644219097342
google/gemini-3.1-pro-preview,36,1.6796478837567517
qwen/qwen3.6-35b-a3b,36,1.9730014063936128
anthropic/claude-opus-4.8,37,2.054219794338649
qwen/qwen3.5-9b,35,1.487798380001651
anthropic/claude-sonnet-4.6,36,2.168937948375575
qwen/qwen3.5-397b-a17b,36,1.6399566463410822
openai/gpt-5.5,37,2.308368471792502
google/gemini-3.1-flash-lite,37,1.4964159349401391
google/gemini-3.1-pro-preview,37,1.458174899361326
openai/gpt-5.4,37,2.048434855677277
openai/gpt-5.4-mini,37,1.9359630698024797
google/gemini-3.5-flash,37,1.6905971333710847
qwen/qwen3.6-35b-a3b,37,1.735433771585304
anthropic/claude-opus-4.8,38,1.9109189378239528
qwen/qwen3.5-9b,36,1.6796478837567517
openai/gpt-5.4-mini,38,1.8438736977989278
google/gemini-3.1-pro-preview,38,1.4737146012040094
google/gemini-3.1-flash-lite,38,1.4702535277519118
qwen/qwen3.5-397b-a17b,37,1.6796478837567517
openai/gpt-5.5,38,2.1678114985171195
anthropic/claude-sonnet-4.6,37,2.1185061349269105
google/gemini-3.5-flash,38,1.5444795210968603
qwen/qwen3.5-9b,37,1.2798542258336676
openai/gpt-5.4,38,1.9282926513028333
anthropic/claude-opus-4.8,39,2.074329869648909
anthropic/claude-sonnet-4.6,38,2.0971249936137935
qwen/qwen3.5-397b-a17b,38,1.6796478837567517
openai/gpt-5.4-mini,39,1.7605402234939644
openai/gpt-5.4,39,2.025000861685314
google/gemini-3.1-pro-preview,39,1.4702535277519118
google/gemini-3.1-flash-lite,39,1.5444795210968603
qwen/qwen3.6-35b-a3b,38,1.5841707585125298
openai/gpt-5.5,39,2.1054539570164192
google/gemini-3.5-flash,39,1.5134058386196787
qwen/qwen3.6-35b-a3b,39,1.5841707585125298
anthropic/claude-opus-4.8,40,2.079350905229598
qwen/qwen3.5-9b,39,1.6796478837567517
openai/gpt-5.4-mini,40,1.8366086453064094
qwen/qwen3.5-397b-a17b,39,1.4702535277519118
google/gemini-3.1-pro-preview,40,1.6385064445042257
anthropic/claude-haiku-4.5,40,2.104006044980477
